	MSSubClass	MSZoning	LotFrontage	LotArea	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtCond	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtFinType2	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	Heating	HeatingQC	CentralAir	Electrical	1stFlrSF	2ndFlrSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	KitchenQual	TotRmsAbvGrd	Functional	Fireplaces	FireplaceQu	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	GarageQual	GarageCond	PavedDrive	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	PoolQC	Fence	MiscFeature	MiscVal	MoSold	YrSold	SaleType	SaleCondition
861	190.0	3.0	75.0	11625.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	19.0	2.0	2.0	1.0	2.0	5.0	4.0	1965.0	1965.0	3.0	1.0	9.0	6.0	2.0	0.0	2.0	2.0	2.0	3.0	3.0	2.0	4.0	841.0	1.0	0.0	198.0	1039.0	1.0	4.0	1.0	5.0	1039.0	0.0	0.0	1039.0	1.0	0.0	1.0	1.0	3.0	1.0	2.0	6.0	7.0	0.0	0.0	1.0	1965.0	1.0	2.0	504.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2010.0	8.0	4.0
862	20.0	3.0	81.0	9672.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	20.0	2.0	2.0	0.0	2.0	6.0	5.0	1984.0	1985.0	3.0	1.0	6.0	10.0	2.0	0.0	2.0	2.0	2.0	4.0	3.0	1.0	6.0	338.0	1.0	0.0	702.0	1040.0	1.0	2.0	1.0	5.0	1097.0	0.0	0.0	1097.0	0.0	0.0	2.0	0.0	3.0	1.0	2.0	6.0	7.0	0.0	0.0	1.0	1986.0	1.0	2.0	480.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2010.0	8.0	4.0
863	20.0	3.0	70.0	7931.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	2.0	5.0	5.0	1959.0	1959.0	3.0	1.0	3.0	10.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	1148.0	1.0	0.0	0.0	1148.0	1.0	2.0	1.0	5.0	1148.0	0.0	0.0	1148.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	0.0	0.0	1.0	1959.0	1.0	1.0	672.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2009.0	8.0	4.0
864	20.0	1.0	72.0	8640.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	21.0	2.0	2.0	0.0	2.0	7.0	5.0	2007.0	2008.0	1.0	1.0	12.0	13.0	2.0	0.0	3.0	2.0	2.0	5.0	3.0	1.0	1.0	0.0	1.0	0.0	1372.0	1372.0	1.0	4.0	1.0	5.0	1372.0	0.0	0.0	1372.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0	6.0	7.0	0.0	0.0	1.0	2008.0	3.0	2.0	529.0	3.0	3.0	2.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2008.0	6.0	5.0
865	20.0	3.0	74.2	8750.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	2.0	5.0	6.0	1970.0	1970.0	1.0	1.0	8.0	8.0	1.0	76.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	828.0	1.0	0.0	174.0	1002.0	1.0	2.0	1.0	5.0	1002.0	0.0	0.0	1002.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	5.0	7.0	0.0	0.0	5.0	1973.0	1.0	2.0	902.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	8.0	2009.0	8.0	4.0
866	20.0	3.0	67.0	10656.0	1.0	0.0	2.0	1.0	3.0	4.0	2.0	23.0	2.0	2.0	0.0	2.0	8.0	5.0	2006.0	2007.0	1.0	1.0	12.0	13.0	4.0	274.0	3.0	2.0	2.0	4.0	3.0	3.0	1.0	0.0	1.0	0.0	1638.0	1638.0	1.0	4.0	1.0	5.0	1646.0	0.0	0.0	1646.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0	6.0	7.0	1.0	4.0	1.0	2007.0	2.0	3.0	870.0	3.0	3.0	2.0	192.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	2007.0	6.0	5.0
867	20.0	3.0	85.0	6970.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	19.0	1.0	2.0	0.0	2.0	4.0	5.0	1961.0	1961.0	1.0	1.0	12.0	13.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	5.0	932.0	1.0	0.0	108.0	1040.0	1.0	2.0	1.0	5.0	1120.0	0.0	0.0	1120.0	1.0	0.0	1.0	1.0	3.0	1.0	1.0	5.0	7.0	0.0	0.0	1.0	1961.0	2.0	2.0	544.0	3.0	3.0	2.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	400.0	5.0	2007.0	8.0	4.0
868	60.0	3.0	85.8	14762.0	1.0	0.0	1.0	3.0	3.0	0.0	2.0	8.0	1.0	2.0	0.0	5.0	5.0	6.0	1948.0	1950.0	1.0	1.0	9.0	10.0	2.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	5.0	1547.0	720.0	53.0	2320.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	7.0	7.0	1.0	3.0	1.0	1979.0	1.0	2.0	672.0	3.0	3.0	1.0	120.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2006.0	8.0	4.0
869	60.0	3.0	80.0	9938.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	20.0	2.0	2.0	0.0	5.0	7.0	5.0	1993.0	1994.0	1.0	1.0	8.0	8.0	1.0	246.0	3.0	2.0	2.0	4.0	3.0	1.0	6.0	750.0	1.0	0.0	300.0	1050.0	1.0	4.0	1.0	5.0	1062.0	887.0	0.0	1949.0	1.0	0.0	2.0	1.0	3.0	1.0	3.0	8.0	7.0	1.0	3.0	1.0	1993.0	3.0	2.0	574.0	3.0	3.0	2.0	156.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2010.0	8.0	4.0
870	20.0	3.0	60.0	6600.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	4.0	2.0	0.0	2.0	5.0	5.0	1962.0	1962.0	3.0	1.0	8.0	8.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	894.0	894.0	1.0	3.0	0.0	5.0	894.0	0.0	0.0	894.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	5.0	7.0	0.0	0.0	5.0	1962.0	1.0	1.0	308.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	2009.0	8.0	4.0
871	60.0	3.0	70.0	8750.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	5.0	2.0	2.0	0.0	5.0	6.0	5.0	1998.0	1998.0	1.0	1.0	12.0	13.0	1.0	116.0	2.0	2.0	2.0	4.0	3.0	1.0	6.0	505.0	1.0	0.0	299.0	804.0	1.0	4.0	1.0	5.0	804.0	878.0	0.0	1682.0	0.0	0.0	2.0	1.0	3.0	1.0	3.0	7.0	7.0	0.0	0.0	1.0	1998.0	2.0	2.0	523.0	3.0	3.0	2.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2010.0	8.0	4.0
872	20.0	3.0	74.0	8892.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	12.0	2.0	2.0	0.0	2.0	5.0	7.0	1953.0	1996.0	1.0	1.0	14.0	15.0	2.0	0.0	3.0	2.0	4.0	3.0	3.0	3.0	1.0	0.0	1.0	0.0	105.0	105.0	1.0	3.0	1.0	5.0	910.0	0.0	0.0	910.0	0.0	0.0	1.0	0.0	3.0	1.0	3.0	5.0	7.0	0.0	0.0	1.0	1953.0	1.0	2.0	414.0	3.0	3.0	2.0	196.0	0.0	150.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	10.0	2008.0	8.0	4.0
873	40.0	3.0	60.0	12144.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	2.0	5.0	7.0	1949.0	1950.0	1.0	1.0	6.0	6.0	2.0	0.0	3.0	2.0	1.0	3.0	3.0	1.0	3.0	375.0	1.0	0.0	457.0	832.0	1.0	3.0	1.0	5.0	1036.0	0.0	232.0	1268.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	1.0	4.0	1.0	1949.0	1.0	1.0	288.0	3.0	3.0	2.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	2009.0	8.0	4.0
874	50.0	4.0	52.0	5720.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	17.0	0.0	2.0	0.0	0.0	5.0	6.0	1941.0	1950.0	1.0	1.0	13.0	14.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	676.0	676.0	1.0	4.0	1.0	5.0	676.0	455.0	0.0	1131.0	0.0	0.0	1.0	1.0	3.0	1.0	2.0	5.0	7.0	0.0	0.0	5.0	1941.0	1.0	1.0	200.0	3.0	3.0	2.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	2009.0	8.0	0.0
875	60.0	1.0	75.0	9000.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	21.0	2.0	2.0	0.0	5.0	8.0	5.0	2007.0	2007.0	1.0	1.0	5.0	5.0	2.0	0.0	3.0	2.0	2.0	4.0	3.0	3.0	6.0	64.0	1.0	0.0	1120.0	1184.0	1.0	4.0	1.0	5.0	1184.0	1426.0	0.0	2610.0	0.0	0.0	2.0	1.0	4.0	1.0	4.0	11.0	7.0	1.0	4.0	3.0	2007.0	3.0	2.0	550.0	3.0	3.0	2.0	208.0	364.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	2007.0	6.0	5.0
876	20.0	3.0	94.0	25286.0	1.0	0.0	3.0	1.0	3.0	4.0	1.0	11.0	2.0	2.0	0.0	2.0	4.0	5.0	1963.0	1963.0	1.0	1.0	6.0	10.0	2.0	0.0	2.0	2.0	2.0	3.0	3.0	4.0	5.0	633.0	1.0	0.0	431.0	1064.0	1.0	3.0	1.0	5.0	1040.0	0.0	0.0	1040.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	5.0	7.0	0.0	0.0	1.0	1963.0	1.0	2.0	648.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2007.0	8.0	4.0
877	60.0	3.0	74.0	8834.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	16.0	2.0	2.0	0.0	5.0	9.0	5.0	2004.0	2005.0	3.0	1.0	12.0	13.0	4.0	216.0	3.0	2.0	2.0	5.0	3.0	1.0	6.0	1170.0	1.0	0.0	292.0	1462.0	1.0	4.0	1.0	5.0	1462.0	762.0	0.0	2224.0	1.0	0.0	2.0	1.0	4.0	1.0	4.0	10.0	7.0	1.0	4.0	1.0	2004.0	3.0	3.0	738.0	3.0	3.0	2.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2009.0	8.0	4.0
878	85.0	3.0	88.0	11782.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	19.0	2.0	2.0	0.0	6.0	5.0	7.0	1961.0	1995.0	1.0	1.0	6.0	6.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	3.0	5.0	899.0	1.0	0.0	210.0	1109.0	1.0	2.0	1.0	5.0	1155.0	0.0	0.0	1155.0	1.0	0.0	1.0	0.0	3.0	1.0	3.0	6.0	5.0	0.0	0.0	5.0	1987.0	1.0	2.0	576.0	3.0	3.0	2.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	400.0	6.0	2010.0	8.0	4.0
879	20.0	3.0	62.6	7000.0	1.0	0.0	2.0	3.0	3.0	1.0	2.0	5.0	2.0	2.0	0.0	2.0	5.0	8.0	1978.0	2005.0	1.0	1.0	12.0	13.0	1.0	90.0	3.0	3.0	1.0	3.0	3.0	1.0	5.0	646.0	1.0	0.0	218.0	864.0	1.0	4.0	1.0	5.0	864.0	0.0	0.0	864.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	0.0	0.0	1.0	1978.0	1.0	1.0	336.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	7.0	2009.0	8.0	4.0
880	20.0	3.0	60.0	7024.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	7.0	2.0	2.0	0.0	2.0	5.0	5.0	2005.0	2006.0	1.0	1.0	12.0	13.0	2.0	0.0	2.0	2.0	2.0	5.0	4.0	1.0	5.0	980.0	1.0	0.0	110.0	1090.0	1.0	3.0	1.0	5.0	1090.0	0.0	0.0	1090.0	1.0	0.0	1.0	1.0	2.0	1.0	2.0	5.0	7.0	0.0	0.0	1.0	2005.0	3.0	2.0	450.0	3.0	3.0	2.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2007.0	8.0	4.0
881	50.0	3.0	44.0	13758.0	1.0	0.0	2.0	3.0	3.0	1.0	2.0	23.0	2.0	2.0	0.0	0.0	7.0	5.0	1990.0	1991.0	1.0	1.0	6.0	6.0	1.0	117.0	3.0	3.0	1.0	4.0	3.0	2.0	2.0	902.0	1.0	0.0	254.0	1156.0	1.0	4.0	1.0	5.0	1187.0	530.0	0.0	1717.0	0.0	0.0	2.0	1.0	3.0	1.0	3.0	7.0	7.0	1.0	3.0	1.0	1990.0	2.0	2.0	400.0	3.0	3.0	2.0	168.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2007.0	8.0	4.0
882	60.0	3.0	61.0	9636.0	1.0	0.0	2.0	3.0	3.0	0.0	2.0	8.0	2.0	2.0	0.0	5.0	6.0	5.0	1992.0	1993.0	1.0	1.0	12.0	13.0	2.0	0.0	2.0	2.0	2.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	808.0	808.0	1.0	3.0	1.0	5.0	808.0	785.0	0.0	1593.0	0.0	0.0	2.0	1.0	3.0	1.0	2.0	7.0	7.0	1.0	3.0	3.0	1993.0	2.0	2.0	389.0	3.0	3.0	2.0	342.0	40.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	12.0	2009.0	8.0	4.0
883	75.0	3.0	60.0	6204.0	1.0	0.0	3.0	2.0	3.0	4.0	2.0	18.0	2.0	2.0	0.0	3.0	4.0	5.0	1912.0	1950.0	1.0	1.0	13.0	14.0	2.0	0.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	0.0	1.0	0.0	795.0	795.0	1.0	2.0	0.0	5.0	954.0	795.0	481.0	2230.0	1.0	0.0	1.0	0.0	5.0	1.0	2.0	10.0	7.0	0.0	0.0	5.0	1997.0	1.0	1.0	440.0	3.0	4.0	2.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2006.0	8.0	4.0
884	20.0	3.0	65.0	7150.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	2.0	5.0	5.0	1967.0	1967.0	1.0	1.0	6.0	6.0	1.0	60.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	432.0	1.0	0.0	460.0	892.0	1.0	2.0	1.0	5.0	892.0	0.0	0.0	892.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	5.0	7.0	0.0	0.0	1.0	1967.0	2.0	1.0	288.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	7.0	2009.0	8.0	4.0
885	120.0	1.0	50.0	5119.0	1.0	0.0	2.0	3.0	3.0	1.0	2.0	21.0	2.0	2.0	4.0	2.0	9.0	5.0	1999.0	2000.0	1.0	1.0	8.0	8.0	1.0	60.0	3.0	2.0	2.0	5.0	3.0	3.0	6.0	1238.0	1.0	0.0	460.0	1698.0	1.0	4.0	1.0	5.0	1709.0	0.0	0.0	1709.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	5.0	7.0	1.0	3.0	1.0	1999.0	3.0	2.0	506.0	3.0	3.0	2.0	97.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2008.0	1.0	0.0
886	90.0	3.0	70.0	8393.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	12.0	2.0	2.0	2.0	2.0	5.0	5.0	1959.0	2005.0	1.0	1.0	8.0	8.0	1.0	122.0	2.0	2.0	1.0	3.0	3.0	1.0	2.0	528.0	1.0	0.0	1098.0	1626.0	1.0	4.0	1.0	5.0	1712.0	0.0	0.0	1712.0	0.0	0.0	2.0	0.0	4.0	2.0	2.0	8.0	7.0	0.0	0.0	1.0	2005.0	3.0	2.0	588.0	3.0	3.0	2.0	272.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2006.0	8.0	3.0
887	50.0	3.0	59.0	16466.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	7.0	2.0	2.0	0.0	0.0	5.0	7.0	1955.0	1955.0	1.0	1.0	8.0	8.0	2.0	0.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	816.0	816.0	1.0	2.0	1.0	5.0	872.0	521.0	0.0	1393.0	0.0	0.0	1.0	1.0	3.0	1.0	2.0	8.0	7.0	0.0	0.0	1.0	1955.0	1.0	1.0	300.0	3.0	3.0	2.0	121.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	1.0	0.0	4.0	2008.0	8.0	4.0
888	20.0	3.0	95.0	15865.0	1.0	0.0	2.0	3.0	3.0	4.0	1.0	12.0	2.0	2.0	0.0	2.0	8.0	6.0	1970.0	1970.0	0.0	5.0	13.0	14.0	2.0	0.0	3.0	3.0	2.0	3.0	4.0	4.0	5.0	351.0	3.0	823.0	1043.0	2217.0	1.0	4.0	1.0	5.0	2217.0	0.0	0.0	2217.0	1.0	0.0	2.0	0.0	4.0	1.0	3.0	8.0	7.0	1.0	3.0	1.0	1970.0	1.0	2.0	621.0	3.0	3.0	2.0	81.0	207.0	0.0	0.0	224.0	0.0	0.0	0.0	1.0	0.0	10.0	2007.0	8.0	4.0
889	20.0	3.0	128.0	12160.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	1.0	2.0	0.0	2.0	6.0	4.0	1953.0	1953.0	3.0	1.0	13.0	14.0	1.0	90.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	1024.0	1.0	0.0	481.0	1505.0	1.0	4.0	1.0	5.0	1505.0	0.0	0.0	1505.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0	6.0	7.0	1.0	3.0	1.0	1953.0	2.0	2.0	505.0	3.0	3.0	2.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2009.0	8.0	4.0
890	50.0	3.0	60.0	8064.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	12.0	0.0	2.0	0.0	0.0	5.0	7.0	1949.0	2006.0	1.0	1.0	8.0	8.0	2.0	0.0	2.0	3.0	1.0	3.0	3.0	2.0	1.0	0.0	1.0	0.0	672.0	672.0	1.0	4.0	1.0	5.0	672.0	252.0	0.0	924.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	1.0	1.0	5.0	2003.0	1.0	2.0	576.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	2000.0	7.0	2007.0	8.0	4.0
891	60.0	3.0	70.0	11184.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	19.0	2.0	2.0	0.0	5.0	6.0	5.0	1978.0	1978.0	3.0	1.0	6.0	6.0	1.0	92.0	2.0	2.0	1.0	3.0	3.0	1.0	2.0	226.0	3.0	500.0	192.0	918.0	1.0	3.0	1.0	5.0	918.0	765.0	0.0	1683.0	0.0	0.0	2.0	1.0	3.0	1.0	2.0	7.0	7.0	1.0	3.0	1.0	1978.0	2.0	2.0	440.0	3.0	3.0	2.0	243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2009.0	8.0	4.0
892	20.0	3.0	70.0	8414.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	19.0	2.0	2.0	0.0	2.0	6.0	8.0	1963.0	2003.0	3.0	1.0	6.0	6.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	6.0	663.0	1.0	0.0	396.0	1059.0	1.0	2.0	1.0	5.0	1068.0	0.0	0.0	1068.0	0.0	1.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	0.0	0.0	1.0	1963.0	2.0	1.0	264.0	3.0	3.0	2.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	2006.0	8.0	4.0
893	20.0	3.0	72.6	13284.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	19.0	4.0	2.0	0.0	2.0	5.0	5.0	1954.0	1954.0	1.0	1.0	13.0	10.0	2.0	0.0	2.0	2.0	2.0	4.0	3.0	2.0	4.0	1064.0	1.0	0.0	319.0	1383.0	1.0	2.0	1.0	5.0	1383.0	0.0	0.0	1383.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	1.0	4.0	1.0	1954.0	1.0	1.0	354.0	3.0	3.0	2.0	511.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2008.0	8.0	4.0
894	90.0	3.0	64.0	7018.0	1.0	0.0	3.0	2.0	3.0	4.0	2.0	20.0	2.0	2.0	2.0	2.0	5.0	5.0	1979.0	1979.0	1.0	1.0	9.0	10.0	2.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	5.0	1535.0	0.0	0.0	1535.0	0.0	0.0	2.0	0.0	4.0	2.0	2.0	8.0	7.0	0.0	0.0	1.0	1979.0	1.0	2.0	400.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2009.0	8.0	2.0
895	60.0	3.0	71.0	7056.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	5.0	6.0	5.0	1963.0	1963.0	3.0	1.0	6.0	6.0	1.0	415.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	400.0	1.0	0.0	380.0	780.0	1.0	2.0	1.0	5.0	983.0	813.0	0.0	1796.0	1.0	0.0	1.0	1.0	4.0	1.0	2.0	8.0	7.0	1.0	3.0	1.0	1963.0	2.0	2.0	483.0	3.0	3.0	2.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	2008.0	8.0	4.0
896	30.0	4.0	50.0	8765.0	1.0	1.0	3.0	3.0	3.0	4.0	2.0	9.0	2.0	2.0	0.0	2.0	4.0	6.0	1936.0	1950.0	1.0	1.0	13.0	14.0	2.0	0.0	2.0	2.0	0.0	3.0	3.0	1.0	5.0	285.0	1.0	0.0	666.0	951.0	1.0	4.0	0.0	5.0	951.0	0.0	0.0	951.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	6.0	7.0	0.0	0.0	5.0	1936.0	1.0	1.0	327.0	3.0	3.0	2.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2006.0	8.0	0.0
897	90.0	3.0	64.0	7018.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	20.0	1.0	2.0	2.0	5.0	5.0	5.0	1979.0	1979.0	1.0	1.0	9.0	10.0	2.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	5.0	1120.0	1120.0	0.0	2240.0	0.0	0.0	2.0	0.0	6.0	2.0	2.0	12.0	7.0	0.0	0.0	5.0	1979.0	1.0	2.0	528.0	3.0	3.0	2.0	154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2009.0	8.0	2.0
898	20.0	3.0	100.0	12919.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	16.0	2.0	2.0	0.0	2.0	9.0	5.0	2009.0	2010.0	3.0	1.0	12.0	13.0	4.0	760.0	4.0	2.0	2.0	5.0	3.0	4.0	6.0	2188.0	1.0	0.0	142.0	2330.0	1.0	4.0	1.0	5.0	2364.0	0.0	0.0	2364.0	1.0	0.0	2.0	1.0	2.0	1.0	4.0	11.0	7.0	2.0	4.0	1.0	2009.0	3.0	3.0	820.0	3.0	3.0	2.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2010.0	6.0	5.0
899	20.0	3.0	65.0	6993.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	19.0	1.0	2.0	0.0	2.0	5.0	7.0	1961.0	1994.0	1.0	1.0	6.0	10.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	465.0	1.0	0.0	447.0	912.0	1.0	2.0	1.0	5.0	1236.0	0.0	0.0	1236.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	1.0	3.0	1.0	1961.0	1.0	1.0	288.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2006.0	8.0	4.0
900	20.0	3.0	62.8	7340.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	2.0	4.0	6.0	1971.0	1971.0	1.0	1.0	6.0	6.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	5.0	322.0	1.0	0.0	536.0	858.0	1.0	2.0	1.0	5.0	858.0	0.0	0.0	858.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	4.0	7.0	0.0	0.0	5.0	1979.0	1.0	1.0	684.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2007.0	8.0	4.0
901	20.0	3.0	64.0	8712.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	2.0	5.0	7.0	1957.0	2000.0	3.0	1.0	8.0	8.0	2.0	0.0	2.0	3.0	1.0	3.0	3.0	2.0	4.0	860.0	1.0	0.0	132.0	992.0	1.0	2.0	1.0	5.0	1306.0	0.0	0.0	1306.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0	5.0	7.0	0.0	0.0	5.0	1968.0	1.0	1.0	756.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2009.0	8.0	4.0
